GPS_ID,Tag_Number,Max_PDOP,Corr_Type,GPS_Date,GPS_Time,Unfilt_Pos,Filt_Pos,Std_Dev,Point_ID
600,24,1.3,Real-time SBAS Corrected,11/14/2022,04:59:21pm,11,11,0.58342,66
601,23,1.3,Real-time SBAS Corrected,11/14/2022,05:00:07pm,12,12,0.448494,67
602,22,1.3,Real-time SBAS Corrected,11/14/2022,05:00:59pm,10,10,0.492638,68
603,26,1.3,Real-time SBAS Corrected,11/14/2022,05:02:02pm,11,11,0.440123,69
604,56,1.5,Real-time SBAS Corrected,11/14/2022,05:03:12pm,15,15,1.503847,70
605,57,1.7,Real-time SBAS Corrected,11/14/2022,05:04:08pm,12,12,0.530396,71
606,78,1.1,Real-time SBAS Corrected,11/14/2022,05:05:08pm,11,11,0.205224,72
607,79,1.6,Real-time SBAS Corrected,11/14/2022,05:06:00pm,13,13,0.432983,73
608,77,1.2,Real-time SBAS Corrected,11/14/2022,05:06:59pm,10,10,0.413474,74
609,76,1.3,Real-time SBAS Corrected,11/14/2022,05:08:28pm,10,10,1.46142,75
610,75,1.2,Real-time SBAS Corrected,11/14/2022,05:09:40pm,10,10,0.66811,76
611,96,1.2,Real-time SBAS Corrected,11/14/2022,05:10:34pm,14,14,0.736576,77
612,95,1.7,Real-time SBAS Corrected,11/14/2022,05:11:34pm,13,13,1.227509,78
613,99,1.7,Real-time SBAS Corrected,11/14/2022,05:12:22pm,14,14,0.535007,79
614,98,1.7,Uncorrected,11/14/2022,05:13:49pm,14,14,0.795645,80
615,329,1.3,Real-time SBAS Corrected,11/14/2022,05:14:49pm,25,25,1.16223,81
616,101,1.3,Real-time SBAS Corrected,11/14/2022,05:16:57pm,24,24,1.466623,82
617,102,1.2,Real-time SBAS Corrected,11/14/2022,05:18:35pm,12,12,0.686795,83
618,100,1.3,Real-time SBAS Corrected,11/14/2022,05:19:38pm,15,15,1.281558,84
619,103,1.3,Real-time SBAS Corrected,11/14/2022,05:20:37pm,17,17,0.401016,85
620,110,1.3,Real-time SBAS Corrected,11/14/2022,05:21:44pm,15,15,0.443906,86
621,109,1.7,Real-time SBAS Corrected,11/14/2022,05:22:41pm,13,13,0.658678,87
622,108,1.2,Real-time SBAS Corrected,11/14/2022,05:23:27pm,11,11,0.674238,88
623,107,1.7,Real-time SBAS Corrected,11/14/2022,05:25:05pm,12,12,0.9813,89
624,105,1.2,Real-time SBAS Corrected,11/14/2022,05:25:58pm,11,11,1.608306,90
625,104,1.5,Real-time SBAS Corrected,11/14/2022,05:26:43pm,13,13,1.782272,91
626,332,1.2,Real-time SBAS Corrected,11/14/2022,05:27:58pm,15,15,1.653105,92
627,295,1.3,Real-time SBAS Corrected,11/14/2022,05:28:54pm,13,13,0.94811,93
628,331,1.9,Real-time SBAS Corrected,11/14/2022,05:30:00pm,15,15,1.648683,94
629,330,1.4,Real-time SBAS Corrected,11/14/2022,05:31:02pm,14,14,0.797657,95
630,125,1.4,Real-time SBAS Corrected,11/14/2022,05:32:01pm,16,16,1.267367,96
631,9999,1.4,Real-time SBAS Corrected,11/14/2022,05:33:48pm,10,10,1.694146,97
632,9999,1.6,Uncorrected,11/14/2022,05:35:43pm,10,10,0.380673,98
633,334,1.4,Uncorrected,11/14/2022,05:36:35pm,12,12,0.608391,99
634,127,1.7,Real-time SBAS Corrected,11/14/2022,05:37:29pm,31,31,1.418438,100
635,126,1.8,Real-time SBAS Corrected,11/14/2022,05:39:54pm,12,12,1.209832,101
636,137,1.4,Real-time SBAS Corrected,11/14/2022,05:41:17pm,17,17,0.815944,102
637,136,1.4,Real-time SBAS Corrected,11/14/2022,05:42:34pm,15,15,0.99743,103
638,138,1.2,Real-time SBAS Corrected,11/14/2022,05:43:42pm,15,15,1.080661,104
639,139,1.1,Real-time SBAS Corrected,11/14/2022,05:44:40pm,12,12,1.48203,105
640,140,1.2,Real-time SBAS Corrected,11/14/2022,05:45:32pm,10,10,0.565045,106
641,141,1.3,Real-time SBAS Corrected,11/14/2022,05:46:23pm,14,14,1.374577,107
642,142,1.1,Real-time SBAS Corrected,11/14/2022,05:47:32pm,13,13,0.945709,108
643,143,1.5,Real-time SBAS Corrected,11/14/2022,05:48:25pm,17,17,1.568949,109
644,144,1.2,Real-time SBAS Corrected,11/14/2022,05:49:36pm,15,15,1.345312,110
645,154,1.3,Real-time SBAS Corrected,11/14/2022,05:51:42pm,12,12,0.980151,111
646,153,1.3,Real-time SBAS Corrected,11/14/2022,05:52:30pm,10,10,1.043108,112
647,155,1.5,Real-time SBAS Corrected,11/14/2022,05:53:44pm,24,24,1.411605,113
648,156,1.2,Real-time SBAS Corrected,11/14/2022,05:55:21pm,13,13,1.252731,114
649,159,1.1,Real-time SBAS Corrected,11/14/2022,05:56:27pm,12,12,1.282269,115
650,160,1,Real-time SBAS Corrected,11/14/2022,05:57:19pm,11,11,0.832771,116
651,161,1.1,Real-time SBAS Corrected,11/14/2022,05:57:58pm,15,15,2.213506,117
652,166,1.1,Real-time SBAS Corrected,11/14/2022,05:58:55pm,15,15,0.876927,118
653,165,1.1,Real-time SBAS Corrected,11/14/2022,05:59:53pm,15,15,2.037038,119
654,164,1.2,Real-time SBAS Corrected,11/14/2022,06:00:45pm,26,26,2.449395,120
655,162,1,Real-time SBAS Corrected,11/14/2022,06:02:30pm,12,12,0.505641,121
656,163,1,Real-time SBAS Corrected,11/14/2022,06:03:16pm,11,11,1.30194,122
657,168,1,Uncorrected,11/14/2022,06:04:18pm,15,15,0.972563,123
658,171,1,Real-time SBAS Corrected,11/14/2022,06:05:43pm,11,11,1.562497,124
659,170,1.2,Real-time SBAS Corrected,11/14/2022,06:06:30pm,14,14,0.793156,125
660,169,1.1,Real-time SBAS Corrected,11/14/2022,06:07:17pm,13,13,1.495543,126
661,175,1.1,Real-time SBAS Corrected,11/14/2022,06:09:33pm,16,16,0.958269,127
662,1335,1.3,Real-time SBAS Corrected,11/1/2022,04:52:07pm,48,48,0.634528,1
663,205,1.3,Real-time SBAS Corrected,11/1/2022,05:12:32pm,31,31,0.785661,2
664,202,1.6,Real-time SBAS Corrected,11/1/2022,05:16:35pm,21,21,1.195238,3
665,238,1.3,Real-time SBAS Corrected,11/1/2022,05:18:31pm,12,12,0.458792,4
666,201,1.4,Real-time SBAS Corrected,11/1/2022,05:19:56pm,19,19,0.846975,5
667,237,1.3,Real-time SBAS Corrected,11/1/2022,05:22:11pm,16,16,0.555137,6
668,23,1.3,Real-time SBAS Corrected,11/1/2022,05:23:34pm,16,16,0.548043,7
669,239,1.2,Real-time SBAS Corrected,11/1/2022,05:25:48pm,12,12,0.311215,8
670,240,1.4,Uncorrected,11/1/2022,05:27:09pm,11,11,1.535281,9
671,241,1.3,Real-time SBAS Corrected,11/1/2022,05:28:47pm,42,42,0.762218,10
672,242,1.5,Real-time SBAS Corrected,11/1/2022,05:31:29pm,26,26,0.672511,11
673,243,1.4,Real-time SBAS Corrected,11/1/2022,05:33:29pm,13,13,0.482778,12
674,81,1.7,Real-time SBAS Corrected,11/1/2022,05:36:53pm,11,11,0.376295,13
675,82,1.6,Real-time SBAS Corrected,11/1/2022,05:38:01pm,15,15,0.304241,14
676,83,1.6,Real-time SBAS Corrected,11/1/2022,05:39:24pm,23,23,0.510174,15
677,84,2.1,Real-time SBAS Corrected,11/1/2022,05:41:30pm,15,15,1.055429,16
678,85,2.3,Real-time SBAS Corrected,11/1/2022,05:43:18pm,31,31,2.111871,17
679,86,2.1,Real-time SBAS Corrected,11/1/2022,05:45:32pm,20,20,1.373389,18
680,88,1.4,Real-time SBAS Corrected,11/1/2022,05:46:58pm,11,11,0.462391,19
681,87,1.6,Real-time SBAS Corrected,11/1/2022,05:48:10pm,13,13,0.570232,20
682,91,1.8,Real-time SBAS Corrected,11/1/2022,05:49:40pm,16,16,0.790973,21
683,92,1.4,Real-time SBAS Corrected,11/1/2022,05:50:47pm,12,12,0.318942,22
684,58,1.6,Real-time SBAS Corrected,11/1/2022,05:52:34pm,16,16,1.671682,23
685,44,1.5,Real-time SBAS Corrected,11/1/2022,05:54:09pm,11,11,0.550332,24
686,15,1.9,Real-time SBAS Corrected,11/1/2022,05:56:16pm,14,14,2.153341,25
687,39,1.7,Real-time SBAS Corrected,11/1/2022,05:57:44pm,14,14,0.874935,26
688,43,1.1,Real-time SBAS Corrected,11/1/2022,05:58:49pm,10,10,0.462971,27
689,37,1.5,Real-time SBAS Corrected,11/1/2022,05:59:49pm,10,10,0.300239,28
690,36,1.2,Real-time SBAS Corrected,11/1/2022,06:00:44pm,10,10,0.447529,29
691,38,1.6,Real-time SBAS Corrected,11/1/2022,06:01:25pm,10,10,0.478121,30
692,46,1.3,Real-time SBAS Corrected,11/1/2022,06:02:14pm,10,10,0.959022,31
693,45,1.5,Real-time SBAS Corrected,11/1/2022,06:02:53pm,15,15,1.189289,32
694,177,2.8,Uncorrected,11/1/2022,05:16:31pm,32,32,0.801641,1
695,198,4.3,Uncorrected,11/1/2022,05:20:13pm,51,51,0.312024,2
696,197,10.8,Uncorrected,11/1/2022,05:23:20pm,50,50,2.543368,3
697,9999,2.6,Uncorrected,11/1/2022,05:29:19pm,34,34,1.86137,4
698,172,1.8,Uncorrected,11/1/2022,05:32:33pm,10,10,0.841186,5
699,191,2.6,Real-time SBAS Corrected,11/1/2022,05:35:46pm,11,11,1.413363,6
700,115,1.8,Uncorrected,11/1/2022,05:37:48pm,11,11,1.05508,7
701,116,2.2,Uncorrected,11/1/2022,05:39:40pm,29,29,0.961771,8
702,117,2.7,Uncorrected,11/1/2022,05:41:23pm,19,19,4.526752,9
703,118,2.4,Real-time SBAS Corrected,11/1/2022,05:42:32pm,12,12,5.628717,10
704,119,2.3,Real-time SBAS Corrected,11/1/2022,05:43:16pm,10,10,0.495172,11
705,120,3,Uncorrected,11/1/2022,05:44:44pm,14,14,0.822284,12
706,122,2.4,Uncorrected,11/1/2022,05:45:29pm,16,16,0.947195,13
707,123,2.8,Real-time SBAS Corrected,11/1/2022,05:46:36pm,13,13,1.069248,14
708,124,2.8,Real-time SBAS Corrected,11/1/2022,05:47:35pm,5,5,1.639528,15
709,124,2,Real-time SBAS Corrected,11/1/2022,05:48:08pm,12,12,2.808626,16
710,128,3.3,Uncorrected,11/1/2022,05:49:12pm,12,12,0.560971,17
711,129,1.8,Real-time SBAS Corrected,11/1/2022,05:50:22pm,12,12,0.912678,18
712,133,2.5,Real-time SBAS Corrected,11/1/2022,05:51:32pm,10,10,1.054781,19
713,130,1.9,Real-time SBAS Corrected,11/1/2022,05:52:31pm,11,11,0.596815,20
714,131,1.5,Real-time SBAS Corrected,11/1/2022,05:54:35pm,10,10,1.052148,21
715,132,2.8,Real-time SBAS Corrected,11/1/2022,05:55:17pm,10,10,1.109769,22
716,152,1.6,Real-time SBAS Corrected,11/1/2022,05:56:22pm,24,24,0.683459,23
717,320,1.4,Uncorrected,10/24/2022,03:55:30pm,21,21,0.487229,1
718,319,1.3,Real-time SBAS Corrected,10/24/2022,03:57:42pm,17,17,1.436304,2
719,318,1.1,Real-time SBAS Corrected,10/24/2022,03:59:46pm,47,47,1.519984,3
720,509,1.2,Real-time SBAS Corrected,10/24/2022,04:03:31pm,15,15,0.457385,4
721,508,1.4,Real-time SBAS Corrected,10/24/2022,04:05:29pm,11,11,0.570408,5
722,507,1.2,Real-time SBAS Corrected,10/24/2022,04:06:18pm,13,13,1.155728,6
723,506,1.3,Real-time SBAS Corrected,10/24/2022,04:08:22pm,11,11,0.3149,7
724,505,1.2,Real-time SBAS Corrected,10/24/2022,04:09:29pm,21,21,0.775275,8
725,504,1.4,Real-time SBAS Corrected,10/24/2022,04:13:03pm,13,13,1.013927,9
726,503,1.3,Real-time SBAS Corrected,10/24/2022,04:14:32pm,11,11,1.621181,10
727,502,1.3,Real-time SBAS Corrected,10/24/2022,04:16:05pm,12,12,1.968334,11
728,501,1.6,Real-time SBAS Corrected,10/24/2022,04:17:22pm,11,11,0.638533,12
729,513,1.1,Real-time SBAS Corrected,10/24/2022,04:19:34pm,10,10,0.68469,13
730,512,1.1,Real-time SBAS Corrected,10/24/2022,04:20:53pm,11,11,0.600881,14
731,510,1,Real-time SBAS Corrected,10/24/2022,04:21:54pm,11,11,0.634223,15
732,511,1.1,Real-time SBAS Corrected,10/24/2022,04:23:16pm,11,11,1.928313,16
733,514,1.3,Real-time SBAS Corrected,10/24/2022,04:24:18pm,10,10,0.439752,17
734,515,1.1,Real-time SBAS Corrected,10/24/2022,04:24:58pm,12,12,1.15931,18
735,516,1.1,Real-time SBAS Corrected,10/24/2022,04:26:08pm,13,13,0.664045,19
736,517,1.1,Real-time SBAS Corrected,10/24/2022,04:27:16pm,11,11,1.032787,20
737,518,1.1,Real-time SBAS Corrected,10/24/2022,04:28:32pm,10,10,0.600318,21
738,579,1.4,Real-time SBAS Corrected,10/24/2022,04:30:42pm,10,10,0.946608,22
739,578,1.1,Real-time SBAS Corrected,10/24/2022,04:34:40pm,10,10,1.059671,23
740,575,1,Real-time SBAS Corrected,10/24/2022,04:39:27pm,11,11,0.622889,24
741,573,1.1,Real-time SBAS Corrected,10/24/2022,04:40:50pm,11,11,0.216335,25
742,580,1.3,Real-time SBAS Corrected,10/24/2022,04:42:30pm,11,11,0.380676,26
743,519,1.2,Real-time SBAS Corrected,10/24/2022,04:44:02pm,11,11,0.919053,27
744,520,1,Real-time SBAS Corrected,10/24/2022,04:45:14pm,11,11,1.006256,28
745,521,0.9,Real-time SBAS Corrected,10/24/2022,04:46:30pm,11,11,0.504998,29
746,522,0.9,Real-time SBAS Corrected,10/24/2022,04:47:53pm,10,10,0.321862,30
747,523,1,Real-time SBAS Corrected,10/24/2022,04:49:28pm,10,10,1.025228,31
748,525,1,Real-time SBAS Corrected,10/24/2022,04:51:14pm,18,18,1.703602,32
749,577,1.1,Real-time SBAS Corrected,10/24/2022,04:53:25pm,11,11,0.395602,33
750,576,0.9,Real-time SBAS Corrected,10/24/2022,04:54:42pm,10,10,0.631667,34
751,574,1,Real-time SBAS Corrected,10/24/2022,04:55:45pm,11,11,0.879347,35
752,572,1,Real-time SBAS Corrected,10/24/2022,04:57:47pm,11,11,0.608849,36
753,571,1,Real-time SBAS Corrected,10/24/2022,04:59:17pm,14,14,0.348643,37
754,570,1,Real-time SBAS Corrected,10/24/2022,05:01:37pm,12,12,0.663942,38
755,589,1.1,Real-time SBAS Corrected,10/24/2022,05:03:36pm,14,14,0.392773,39
756,568,1,Real-time SBAS Corrected,10/24/2022,05:05:20pm,12,12,1.002386,40
757,567,1.1,Real-time SBAS Corrected,10/24/2022,05:06:32pm,12,12,1.085348,41
758,566,1.2,Uncorrected,10/24/2022,05:08:02pm,13,13,0.507183,42
759,560,1.2,Real-time SBAS Corrected,10/24/2022,05:10:16pm,12,12,0.564833,43
760,559,1.1,Real-time SBAS Corrected,10/24/2022,05:11:44pm,12,12,0.65155,44
761,558,1.4,Real-time SBAS Corrected,10/24/2022,05:13:48pm,11,11,0.570689,45
762,557,1.3,Real-time SBAS Corrected,10/24/2022,05:15:57pm,11,11,0.554252,46
763,564,1.2,Real-time SBAS Corrected,10/24/2022,05:17:15pm,10,10,0.319961,47
764,561,1.1,Real-time SBAS Corrected,10/24/2022,05:18:18pm,12,12,0.885108,48
765,562,1.1,Real-time SBAS Corrected,10/24/2022,05:19:26pm,14,14,0.224601,49
766,554,1.2,Real-time SBAS Corrected,10/24/2022,05:21:32pm,14,14,0.788265,50
767,555,1.3,Real-time SBAS Corrected,10/24/2022,05:23:54pm,13,13,0.956542,51
768,556,1.1,Real-time SBAS Corrected,10/24/2022,05:26:02pm,13,13,1.063861,52
769,551,1.1,Real-time SBAS Corrected,10/24/2022,05:27:08pm,11,11,0.783386,53
770,548,1.3,Real-time SBAS Corrected,10/24/2022,05:28:56pm,11,11,0.452898,54
771,553,1.2,Real-time SBAS Corrected,10/24/2022,05:30:17pm,13,13,0.998733,55
772,552,1.2,Real-time SBAS Corrected,10/24/2022,05:31:11pm,11,11,0.792611,56
773,547,1.3,Real-time SBAS Corrected,10/24/2022,05:33:11pm,12,12,1.410317,57
774,1184,1.2,Real-time SBAS Corrected,10/5/2022,02:51:51pm,13,13,0.49106,1
775,1183,1.3,Real-time SBAS Corrected,10/5/2022,02:54:39pm,16,16,0.740671,2
776,1238,1.1,Real-time SBAS Corrected,10/5/2022,03:00:10pm,21,21,0.284727,3
777,1239,1.2,Real-time SBAS Corrected,10/5/2022,03:02:30pm,35,35,1.04107,4
778,1182,1.4,Real-time SBAS Corrected,10/5/2022,03:08:44pm,12,12,0.348843,5
779,1184,1.5,Real-time SBAS Corrected,10/5/2022,03:12:05pm,11,11,2.389761,6
780,1180,1.4,Real-time SBAS Corrected,10/5/2022,03:14:43pm,11,11,0.61422,7
781,1179,1.3,Real-time SBAS Corrected,10/5/2022,03:17:58pm,13,13,1.045689,8
782,1178,1.1,Real-time SBAS Corrected,10/5/2022,03:21:07pm,11,11,0.299443,9
783,1177,1.3,Real-time SBAS Corrected,10/5/2022,03:25:05pm,10,10,0.358196,10
784,1256,1.4,Real-time SBAS Corrected,10/5/2022,03:29:13pm,18,18,0.239827,11
785,1251,1.2,Real-time SBAS Corrected,10/5/2022,03:31:47pm,11,11,0.331857,12
786,1250,1.5,Uncorrected,10/5/2022,03:34:46pm,11,11,0.264378,13
787,1249,1.4,Real-time SBAS Corrected,10/5/2022,03:37:22pm,12,12,0.892728,14
788,1248,1.2,Uncorrected,10/5/2022,03:41:04pm,11,11,1.144685,15
789,1242,1.3,Real-time SBAS Corrected,10/5/2022,03:43:00pm,11,11,0.171112,16
790,9999,1.3,Real-time SBAS Corrected,10/5/2022,03:48:30pm,19,19,0.659826,17
791,9999,1.4,Real-time SBAS Corrected,10/5/2022,03:52:43pm,22,22,0.283172,18
792,9999,1.1,Real-time SBAS Corrected,10/5/2022,03:54:29pm,22,22,0.655695,19
793,9999,1.1,Real-time SBAS Corrected,10/5/2022,03:56:28pm,18,18,0.927529,20
794,9999,1.2,Real-time SBAS Corrected,10/5/2022,03:58:12pm,14,14,0.179828,21
795,9999,1,Real-time SBAS Corrected,10/5/2022,04:00:04pm,15,15,0.138623,22
796,9999,1.5,Real-time SBAS Corrected,10/5/2022,04:01:03pm,21,21,0.55055,23
797,9999,1.2,Real-time SBAS Corrected,10/5/2022,04:03:11pm,10,10,0.21694,24
798,1289,1.3,Real-time SBAS Corrected,10/5/2022,04:05:49pm,10,10,0.182591,25
799,1290,1.1,Real-time SBAS Corrected,10/5/2022,04:07:08pm,12,12,0.087205,26
800,9999,1.2,Real-time SBAS Corrected,10/5/2022,04:09:31pm,14,14,0.138072,27
801,1292,1.4,Real-time SBAS Corrected,10/5/2022,04:11:25pm,10,10,0.262013,28
