Tag_Number,Hazard_Rat,DBH_2022,Notes,Max_PDOP,Corr_Type,GPS_Date,GPS_Time,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,Std_Dev,Point_ID,layer,path,TagNumber,Species Co,LatinName,Species _1,DBH_2019,Azimuth,Dist to Bu,Buil Vinta,Sun,Hazard
"537",Healthy,17.4,,1.4,Real-time SBAS Corrected,2022-10-27,04:18:51pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.531500,"5",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"537",CAOV,Carya ovata,Shagbark Hickory,16.600000000000001,"360","21",,Partial,"0"
"538",Healthy,38.5,,1.3,Real-time SBAS Corrected,2022-10-27,04:20:39pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.681290,"6",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"538",TIAM,Tilia americana,American Basswood,37.899999999999999,"360","21",,Partial,"0"
"539",Healthy,59.9,,1.2,Real-time SBAS Corrected,2022-10-27,04:22:14pm,Tagged_T,KIAH1027.SSF,"13","13",K Campus Trees,0.613410,"7",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"539",QURU,Quercus rubra,Red Oak,59.600000000000001,"360","21",,Partial,"0"
"342",Healthy,8.1,,1.2,Real-time SBAS Corrected,2022-10-27,04:23:43pm,Tagged_T,KIAH1027.SSF,"15","15",K Campus Trees,0.925769,"8",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"342",MOAL,Morus alba,White Mulberry,45.299999999999997,"360","4",Before 1950,Partial,"0"
"531",Healthy,9.1,,1.2,Real-time SBAS Corrected,2022-10-27,04:25:51pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.478841,"9",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"531",PIST,Pinus strobus,Eastern White Pine,7.500000000000000,"360","21",,Shade,"0"
"549",Some distress,71.0,,1.3,Real-time SBAS Corrected,2022-10-27,04:27:35pm,Tagged_T,KIAH1027.SSF,"12","12",K Campus Trees,0.987069,"10",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"549",QURU,Quercus rubra,Red Oak,70.599999999999994,"360","21",,Partial,"0"
"536",Some distress,8.2,,1.0,Real-time SBAS Corrected,2022-10-27,04:29:29pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,2.076699,"11",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"536",PIST,Pinus strobus,Eastern White Pine,6.800000000000000,"360","21",,Shade,"0"
"535",Healthy,8.5,,1.2,Real-time SBAS Corrected,2022-10-27,04:31:21pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,0.298571,"12",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"535",PIST,Pinus strobus,Eastern White Pine,6.600000000000000,"360","21",,Shade,"0"
"534",Healthy,4.3,,1.1,Real-time SBAS Corrected,2022-10-27,04:33:14pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,1.236184,"13",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"534",PIST,Pinus strobus,Eastern White Pine,3.900000000000000,"360","21",,Shade,"0"
"528",Some distress,6.0,,1.0,Real-time SBAS Corrected,2022-10-27,04:34:56pm,Tagged_T,KIAH1027.SSF,"12","12",K Campus Trees,0.272081,"14",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"528",PIST,Pinus strobus,Eastern White Pine,6.200000000000000,"360","21",,Shade,"0"
"527",Healthy,10.9,,1.2,Real-time SBAS Corrected,2022-10-27,04:37:11pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.441247,"15",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"527",PIST,Pinus strobus,Eastern White Pine,9.800000000000001,"360","21",,Shade,"0"
"523",Healthy,25.8,,1.2,Real-time SBAS Corrected,2022-10-27,04:38:53pm,Tagged_T,KIAH1027.SSF,"15","15",K Campus Trees,0.532772,"16",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"523",QUAL,Quercus alba,White Oak,25.699999999999999,"360","21",,Partial,"0"
"9999",Healthy,54.5,,1.0,Real-time SBAS Corrected,2022-10-27,04:40:32pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.641824,"17",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,,,,,,,,,,
"526",Healthy,12.9,,1.1,Real-time SBAS Corrected,2022-10-27,04:41:30pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,1.077689,"18",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"526",PIST,Pinus strobus,Eastern White Pine,11.400000000000000,"360","21",,Shade,"0"
"529",Healthy,10.9,,1.0,Real-time SBAS Corrected,2022-10-27,04:42:50pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,0.351907,"19",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"529",PIST,Pinus strobus,Eastern White Pine,9.400000000000000,"360","21",,Shade,"0"
"533",Healthy,8.5,,1.1,Real-time SBAS Corrected,2022-10-27,04:43:55pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,0.662073,"20",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"533",PIST,Pinus strobus,Eastern White Pine,6.700000000000000,"360","21",,Shade,"0"
"530",Healthy,14.8,,1.0,Real-time SBAS Corrected,2022-10-27,04:45:09pm,Tagged_T,KIAH1027.SSF,"12","12",K Campus Trees,0.639712,"21",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"530",PIST,Pinus strobus,Eastern White Pine,13.199999999999999,"360","21",,Shade,"0"
"583",Healthy,54.5,,1.1,Real-time SBAS Corrected,2022-10-27,04:47:36pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.389690,"22",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"583",QUAL,Quercus alba,White Oak,54.500000000000000,"360","21",,Partial,"0"
"9999",Healthy,65.1,,1.0,Real-time SBAS Corrected,2022-10-27,04:49:18pm,Tagged_T,KIAH1027.SSF,"15","15",K Campus Trees,0.248530,"23",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,,,,,,,,,,
"9999",Healthy,81.3,,1.2,Real-time SBAS Corrected,2022-10-27,04:50:39pm,Tagged_T,KIAH1027.SSF,"17","17",K Campus Trees,0.236602,"24",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,,,,,,,,,,
"546",Healthy,19.1,,1.0,Real-time SBAS Corrected,2022-10-27,04:52:41pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.321975,"25",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"546",ACSA3,Acer saccharum,Sugar Maple,34.299999999999997,"360","21",,Partial,"0"
"590",Healthy,16.5,,1.0,Real-time SBAS Corrected,2022-10-27,04:54:01pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.950594,"26",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"590",QUAL,Quercus alba,White Oak,16.399999999999999,"270","21",,Partial,"2"
"597",Healthy,19.2,,1.0,Real-time SBAS Corrected,2022-10-27,04:55:25pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.268259,"27",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"597",CAOV,Carya ovata,Shagbark Hickory,19.100000000000001,"360","21",,Partial,"0"
"598",Healthy,43.4,,1.1,Real-time SBAS Corrected,2022-10-27,04:56:13pm,Tagged_T,KIAH1027.SSF,"12","12",K Campus Trees,0.377945,"28",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"598",QUAL,Quercus alba,White Oak,43.200000000000003,"360","21",,Partial,"0"
"599",Healthy,24.2,,1.1,Real-time SBAS Corrected,2022-10-27,04:57:15pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.849050,"29",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"599",CAOV,Carya ovata,Shagbark Hickory,24.199999999999999,"360","21",,Partial,"0"
"582",Healthy,33.7,,1.1,Real-time SBAS Corrected,2022-10-27,04:58:49pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.697889,"30",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"582",PSME,Pseudotsuga menziesii,Douglas-fir,33.500000000000000,"360","21",,Partial,"0"
"600",Healthy,61.2,,1.7,Real-time SBAS Corrected,2022-10-27,05:00:27pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,1.221864,"31",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"600",QUAL,Quercus alba,White Oak,60.600000000000001,"360","21",,Partial,"0"
"602",Some distress,57.6,,1.3,Real-time SBAS Corrected,2022-10-27,05:01:50pm,Tagged_T,KIAH1027.SSF,"13","13",K Campus Trees,0.473637,"32",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"602",QUAL,Quercus alba,White Oak,56.500000000000000,"360","21",,Partial,"0"
"581",Some distress,51.3,,1.4,Real-time SBAS Corrected,2022-10-27,05:03:43pm,Tagged_T,KIAH1027.SSF,"14","14",K Campus Trees,0.996681,"33",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"581",QURU,Quercus rubra,Red Oak,51.299999999999997,"360","15",Before 1950,Partial,"0"
"614",Extreme distress,75.6,,1.2,Real-time SBAS Corrected,2022-10-27,05:05:27pm,Tagged_T,KIAH1027.SSF,"16","16",K Campus Trees,0.532909,"34",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"614",QUAL,Quercus alba,White Oak,76.799999999999997,"360","15",Before 1950,Partial,"0"
"613",Healthy,21.3,,1.4,Real-time SBAS Corrected,2022-10-27,05:07:17pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,0.437594,"35",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"613",PINI,Pinus nigra,Austrian Pine,21.100000000000001,"360","15",Before 1950,Partial,"2"
"611",Healthy,6.5,,1.3,Real-time SBAS Corrected,2022-10-27,05:08:32pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,0.705221,"36",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"611",QUAL,Quercus alba,White Oak,6.200000000000000,"270","21",,Partial,"0"
"605",Some distress,34.8,,1.4,Real-time SBAS Corrected,2022-10-27,05:09:59pm,Tagged_T,KIAH1027.SSF,"14","14",K Campus Trees,0.924358,"37",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"605",ACPL,Acer platanoides,Norway Maple,34.500000000000000,"270","15",1950-1980,Partial,"0"
"596",Some distress,65.6,,1.7,Real-time SBAS Corrected,2022-10-27,05:11:27pm,Tagged_T,KIAH1027.SSF,"13","13",K Campus Trees,0.735845,"38",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"596",QUAL,Quercus alba,White Oak,66.200000000000003,"270","15",1950-1980,Partial,"1"
"604",Healthy,18.6,,1.4,Real-time SBAS Corrected,2022-10-27,05:12:56pm,Tagged_T,KIAH1027.SSF,"12","12",K Campus Trees,0.435936,"39",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"604",CAOV,Carya ovata,Shagbark Hickory,19.100000000000001,"270","15",1950-1980,Partial,"0"
"603",Healthy,21.2,,1.4,Real-time SBAS Corrected,2022-10-27,05:13:55pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,1.107455,"40",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"603",ACPL,Acer platanoides,Norway Maple,21.199999999999999,"270","15",1950-1980,Partial,"0"
"595",Healthy,49.7,,1.3,Real-time SBAS Corrected,2022-10-27,05:14:49pm,Tagged_T,KIAH1027.SSF,"16","16",K Campus Trees,0.602317,"41",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"595",QUAL,Quercus alba,White Oak,29.899999999999999,"270","15",1950-1980,Partial,"0"
"594",Healthy,20.5,,1.3,Real-time SBAS Corrected,2022-10-27,05:16:09pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,0.337687,"42",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"594",QURU,Quercus rubra,Red Oak,20.699999999999999,"270","21",,Partial,"0"
"593",Extreme distress,34.8,,1.6,Real-time SBAS Corrected,2022-10-27,05:17:19pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,0.477710,"43",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"593",ULAM,Ulmus americana,American Elm,35.799999999999997,"270","21",,Partial,"1"
"592",Healthy,14.3,,1.4,Real-time SBAS Corrected,2022-10-27,05:18:31pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.212465,"44",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"592",TIAM,Tilia americana,American Basswood,13.900000000000000,"270","21",,Partial,"0"
"587",Some distress,37.7,,1.7,Real-time SBAS Corrected,2022-10-27,05:19:46pm,Tagged_T,KIAH1027.SSF,"13","13",K Campus Trees,0.650099,"45",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"587",QURU,Quercus rubra,Red Oak,37.600000000000001,"270","21",,Partial,"0"
"588",Healthy,52.5,,1.7,Real-time SBAS Corrected,2022-10-27,05:21:11pm,Tagged_T,KIAH1027.SSF,"16","16",K Campus Trees,1.735414,"46",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"588",QURU,Quercus rubra,Red Oak,52.700000000000003,"270","15",1950-1980,Partial,"1"
"589",Healthy,43.9,,1.4,Real-time SBAS Corrected,2022-10-27,05:22:40pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,1.086395,"47",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"589",QURU,Quercus rubra,Red Oak,43.899999999999999,"270","15",1950-1980,Partial,"0"
"683",Healthy,72.0,,1.8,Real-time SBAS Corrected,2022-10-27,05:23:46pm,Tagged_T,KIAH1027.SSF,"17","17",K Campus Trees,0.739499,"48",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"683",QUAL,Quercus alba,White Oak,72.500000000000000,"270","10",1950-1980,Partial,"0"
"680",Healthy,23.5,,2.1,Real-time SBAS Corrected,2022-10-27,05:30:45pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.518791,"49",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"680",PIST,Pinus strobus,Eastern White Pine,22.399999999999999,"270","10",1950-1980,Partial,"1"
"679",Healthy,9.5,,1.7,Real-time SBAS Corrected,2022-10-27,05:31:55pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,1.540331,"50",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"679",PIST,Pinus strobus,Eastern White Pine,9.300000000000001,"270","4",1950-1980,Partial,"1"
"681",Healthy,11.1,,1.4,Real-time SBAS Corrected,2022-10-27,05:32:44pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.887214,"51",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"681",PIST,Pinus strobus,Eastern White Pine,10.699999999999999,"270","10",1950-1980,Partial,"1"
"682",Healthy,11.0,,1.4,Real-time SBAS Corrected,2022-10-27,05:33:25pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,0.287216,"52",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"682",PIST,Pinus strobus,Eastern White Pine,10.300000000000001,"270","10",1950-1980,Partial,"1"
"676",Healthy,13.0,,1.5,Real-time SBAS Corrected,2022-10-27,05:34:10pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.585732,"53",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"676",THOC,Thuja occidentalis,Northern White Cedar,14.800000000000001,"270","10",1950-1980,Partial,"1"
"677",Healthy,67.4,24 23.4,1.5,Real-time SBAS Corrected,2022-10-27,05:35:19pm,Tagged_T,KIAH1027.SSF,"22","22",K Campus Trees,0.628685,"54",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"677",TSCA,Tsuga canadensis,Eastern Hemlock,45.600000000000001,"270","4",1950-1980,Partial,"1"
"676",Healthy,15.8,,1.5,Real-time SBAS Corrected,2022-10-27,05:36:53pm,Tagged_T,KIAH1027.SSF,"11","11",K Campus Trees,0.608834,"55",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"676",THOC,Thuja occidentalis,Northern White Cedar,14.800000000000001,"270","10",1950-1980,Partial,"1"
"673",Healthy,59.4,"10.7",1.5,Real-time SBAS Corrected,2022-10-27,05:40:08pm,Tagged_T,KIAH1027.SSF,"17","17",K Campus Trees,0.695300,"56",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"673",MOAL,Morus alba,White Mulberry,10.400000000000000,"360","10",1950-1980,Partial,"0"
"674",Healthy,37.6,,1.6,Uncorrected,2022-10-27,05:43:03pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,0.260004,"57",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"674",MA11,Malus spp.,Crab Apple,29.899999999999999,"360","4",1950-1980,Partial,"1"
"673",Healthy,12.4,,2.7,Uncorrected,2022-10-27,05:44:36pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,0.901468,"58",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"673",MOAL,Morus alba,White Mulberry,10.400000000000000,"360","10",1950-1980,Partial,"0"
"672",Healthy,13.1,,2.1,Uncorrected,2022-10-27,05:45:51pm,Tagged_T,KIAH1027.SSF,"10","10",K Campus Trees,0.258454,"59",CampusTrees-KIAH1027,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1027.shp,"672",MOAL,Morus alba,White Mulberry,11.199999999999999,"360","10",1950-1980,Partial,"0"
"1255",Healthy,16.0,,1.3,Real-time SBAS Corrected,2022-11-10,11:20:23am,Tagged_T,KIAH1110.SSF,"13","13",K Campus Trees,1.482094,"1",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1255",MA52,Malus spp.,Crab Apple,27.199999999999999,"270","4",1950-1980,Partial,"0"
"1260",Some distress,51.0,,1.2,Real-time SBAS Corrected,2022-11-10,11:22:57am,Tagged_T,KIAH1110.SSF,"17","17",K Campus Trees,0.863308,"2",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1260",ACPL,Acer platanoides,Norway Maple,51.500000000000000,"360","21",,Partial,"0"
"1262",Healthy,13.2,,1.0,Real-time SBAS Corrected,2022-11-10,11:24:58am,Tagged_T,KIAH1110.SSF,"20","20",K Campus Trees,0.522190,"3",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1262",MA55,Malus spp.,Crab Apple,7.400000000000000,"360","21",,Partial,"0"
"1263",Some distress,36.7,,1.0,Real-time SBAS Corrected,2022-11-10,11:26:15am,Tagged_T,KIAH1110.SSF,"18","18",K Campus Trees,0.185861,"4",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1263",JUNI,Juglans nigra,Black Walnut,35.700000000000003,"360","21",,Partial,"0"
"1264",Healthy,14.9,7.5 4.6 2.8,1.0,Real-time SBAS Corrected,2022-11-10,11:27:55am,Tagged_T,KIAH1110.SSF,"31","31",K Campus Trees,0.878591,"5",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1264",MA56,Malus spp.,Crab Apple,7.000000000000000,"360","21",,Partial,"0"
"1280",Extreme distress,33.4,,1.1,Real-time SBAS Corrected,2022-11-10,11:30:17am,Tagged_T,KIAH1110.SSF,"12","12",K Campus Trees,0.661546,"6",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1280",JUNI,Juglans nigra,Black Walnut,32.500000000000000,"90","10",1950-1980,Partial,"0"
"9999",Healthy,49.6,,1.1,Real-time SBAS Corrected,2022-11-10,11:32:08am,Tagged_T,KIAH1110.SSF,"11","11",K Campus Trees,0.257099,"7",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,,,,,,,,,,
"1246",Healthy,19.5,,1.2,Real-time SBAS Corrected,2022-11-10,11:33:54am,Tagged_T,KIAH1110.SSF,"14","14",K Campus Trees,0.345039,"8",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1246",FAGR,Fagus grandifolia,American Beech,19.100000000000001,"180","4",1950-1980,Partial,"0"
"1245",Healthy,50.0,,1.2,Real-time SBAS Corrected,2022-11-10,11:34:54am,Tagged_T,KIAH1110.SSF,"20","20",K Campus Trees,0.980931,"9",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1245",GLTR,Gleditsia triacanthos,Honeylocust,49.500000000000000,"180","4",1950-1980,Partial,"1"
"1244",Healthy,52.0,,1.2,Real-time SBAS Corrected,2022-11-10,11:36:18am,Tagged_T,KIAH1110.SSF,"17","17",K Campus Trees,1.912708,"10",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1244",ACPL,Acer platanoides,Norway Maple,51.299999999999997,"180","4",1950-1980,Partial,"0"
"1243",Healthy,43.8,,1.4,Real-time SBAS Corrected,2022-11-10,11:37:50am,Tagged_T,KIAH1110.SSF,"13","13",K Campus Trees,0.804949,"11",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1243",ACPL,Acer platanoides,Norway Maple,41.500000000000000,"270","10",1950-1980,Partial,"0"
"1274",Healthy,39.2,,1.3,Real-time SBAS Corrected,2022-11-10,11:39:28am,Tagged_T,KIAH1110.SSF,"16","16",K Campus Trees,0.743810,"12",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1274",ACSA9,Acer saccharum,Sugar Maple,38.299999999999997,"180","4",1950-1980,Partial,"0"
"1273",Some distress,44.7,,1.3,Real-time SBAS Corrected,2022-11-10,11:40:32am,Tagged_T,KIAH1110.SSF,"18","18",K Campus Trees,3.212428,"13",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1273",ACSA8,Acer saccharum,Sugar Maple,44.500000000000000,"180","4",1950-1980,Partial,"0"
"1276",Healthy,85.5,,1.4,Real-time SBAS Corrected,2022-11-10,11:43:57am,Tagged_T,KIAH1110.SSF,"14","14",K Campus Trees,0.346464,"14",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1276",AIAL,Ailanthus altissima,Tree of Heaven,87.400000000000006,"270","10",Before 1950,Sun,"1"
"1275",Extreme distress,94.6,,1.1,Real-time SBAS Corrected,2022-11-10,11:44:58am,Tagged_T,KIAH1110.SSF,"20","20",K Campus Trees,0.586109,"15",CampusTrees-KIAH1110,C:\Users\girdler\Documents\GIS stuff\ENVS490 Data\CampusMapData\CampusTrees-KIAH1110.shp,"1275",JUNI,Juglans nigra,Black Walnut,93.000000000000000,"90","21",,Partial,"0"
